text_aktivitas,kategori,tingkat_aktivitas
Saya memperdalam pemahaman saya tentang Biologi dengan eksperimen langsung.,Knowledge,Ringan
Saya menyelesaikan latihan tentang Sejarah untuk menguji pengetahuan saya.,Knowledge,Ringan
Saya belajar tentang Artificial Intelligence agar dapat memperluas wawasan saya.,Knowledge,Ringan
Saya berusaha menguasai Fisika agar dapat mengaplikasikannya dalam kehidupan sehari-hari.,Knowledge,Berat
Saya membaca artikel-artikel tentang Pendidikan untuk tetap up-to-date.,Knowledge,Berat
Saya belajar tentang Pengembangan Diri agar dapat memperluas wawasan saya.,Knowledge,Menengah
Saya belajar tentang Teknologi agar dapat memperluas wawasan saya.,Knowledge,Ringan
Saya membuat tutorial tentang Filsafat untuk membantu orang lain belajar.,Knowledge,Ringan
Saya menghabiskan waktu untuk membaca buku tentang Inovasi Teknologi.,Knowledge,Ringan
Saya mencoba untuk menguasai Artificial Intelligence dengan cara membaca buku-buku tentangnya.,Knowledge,Menengah
Saya menulis blog tentang Manajemen Waktu untuk membagikan pengetahuan saya.,Knowledge,Menengah
Saya membuat tutorial tentang Kewirausahaan untuk membantu orang lain belajar.,Knowledge,Menengah
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Game Development.,Knowledge,Berat
Saya berbagi pengetahuan saya tentang Machine Learning dengan orang lain.,Knowledge,Ringan
Saya berusaha untuk menguasai Teknologi melalui praktik dan pembelajaran.,Knowledge,Berat
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Kepemimpinan.,Knowledge,Ringan
Saya menonton video pendidikan tentang Seni untuk memperkaya wawasan saya.,Knowledge,Berat
Saya mencoba untuk menguasai Seni dengan cara membaca buku-buku tentangnya.,Knowledge,Menengah
Saya membaca artikel-artikel tentang Ekonomi untuk tetap up-to-date.,Knowledge,Menengah
Saya berusaha menguasai Deep Learning agar dapat mengaplikasikannya dalam kehidupan sehari-hari.,Knowledge,Ringan
Saya membuat presentasi untuk berbagi pengetahuan tentang Seni dengan orang lain.,Knowledge,Ringan
Saya mengikuti kursus online tentang Pengembangan Diri untuk mengembangkan keterampilan saya.,Knowledge,Berat
Saya menulis blog tentang Produktivitas untuk membagikan pengetahuan saya.,Knowledge,Menengah
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Ekonomi.,Knowledge,Ringan
Saya membaca artikel-artikel tentang Produktivitas untuk tetap up-to-date.,Knowledge,Ringan
Saya mencoba untuk menguasai Literasi Digital dengan cara membaca buku-buku tentangnya.,Knowledge,Menengah
Saya berdiskusi dengan teman-teman saya mengenai Seni untuk saling berbagi pengetahuan.,Knowledge,Ringan
Saya berusaha menguasai Seni agar dapat mengaplikasikannya dalam kehidupan sehari-hari.,Knowledge,Ringan
Saya belajar tentang Desain Grafis agar dapat memperluas wawasan saya.,Knowledge,Ringan
Saya meluangkan waktu untuk mempelajari Desain Grafis dengan lebih mendalam.,Knowledge,Ringan
Saya mencoba untuk menguasai Desain Grafis dengan cara membaca buku-buku tentangnya.,Knowledge,Ringan
Saya menghadiri seminar tentang Desain Grafis untuk mendapatkan informasi terbaru.,Knowledge,Ringan
Saya berdiskusi dengan teman-teman saya mengenai Deep Learning untuk saling berbagi pengetahuan.,Knowledge,Ringan
Saya menghabiskan waktu untuk membaca buku tentang Game Development.,Knowledge,Ringan
Saya berpartisipasi dalam diskusi kelompok mengenai Ekologi untuk saling belajar.,Knowledge,Ringan
Saya berpartisipasi dalam diskusi kelompok mengenai Matematika untuk saling belajar.,Knowledge,Menengah
Saya berusaha untuk menguasai Kepemimpinan melalui praktik dan pembelajaran.,Knowledge,Ringan
Saya mencoba untuk menguasai Bahasa Pemrograman dengan cara membaca buku-buku tentangnya.,Knowledge,Ringan
Saya menyelesaikan latihan tentang Inovasi Teknologi untuk menguji pengetahuan saya.,Knowledge,Menengah
Saya menyelesaikan latihan tentang Kewirausahaan untuk menguji pengetahuan saya.,Knowledge,Ringan
Saya mengikuti kursus online tentang Fisika untuk mengembangkan keterampilan saya.,Knowledge,Menengah
Saya berdiskusi dengan teman-teman saya mengenai Game Development untuk saling berbagi pengetahuan.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Inovasi Teknologi untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya menulis blog tentang Matematika untuk membagikan pengetahuan saya.,Knowledge,Menengah
Saya mempelajari Kepemimpinan untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Ringan
Saya membuat presentasi untuk berbagi pengetahuan tentang Pendidikan dengan orang lain.,Knowledge,Berat
Saya meluangkan waktu untuk mempelajari Inovasi Teknologi dengan lebih mendalam.,Knowledge,Menengah
Saya berusaha menguasai Artificial Intelligence agar dapat mengaplikasikannya dalam kehidupan sehari-hari.,Knowledge,Ringan
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Desain Grafis.,Knowledge,Ringan
Saya membaca artikel-artikel tentang Game Development untuk tetap up-to-date.,Knowledge,Ringan
Saya meluangkan waktu untuk mempelajari Kewirausahaan dengan lebih mendalam.,Knowledge,Menengah
Saya belajar tentang Pendidikan agar dapat memperluas wawasan saya.,Knowledge,Menengah
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Ekologi.,Knowledge,Menengah
Saya mengikuti kursus online tentang Teknologi untuk mengembangkan keterampilan saya.,Knowledge,Menengah
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Fisika.,Knowledge,Berat
Saya menulis blog tentang Ekonomi untuk membagikan pengetahuan saya.,Knowledge,Menengah
Saya membuat tutorial tentang Pendidikan untuk membantu orang lain belajar.,Knowledge,Ringan
Saya menonton video pendidikan tentang Pendidikan untuk memperkaya wawasan saya.,Knowledge,Berat
Saya memutuskan untuk belajar tentang Produktivitas agar bisa meningkatkan pemahaman saya.,Knowledge,Ringan
Saya membaca artikel-artikel tentang Sejarah untuk tetap up-to-date.,Knowledge,Ringan
Saya berbagi pengetahuan saya tentang Seni dengan orang lain.,Knowledge,Ringan
Saya menyusun rencana pembelajaran tentang Ekologi untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Bahasa Pemrograman.,Knowledge,Ringan
Saya memperdalam pemahaman saya tentang Ekonomi dengan eksperimen langsung.,Knowledge,Ringan
Saya memperdalam pemahaman saya tentang Matematika dengan eksperimen langsung.,Knowledge,Menengah
Saya menyelesaikan latihan tentang Biologi untuk menguji pengetahuan saya.,Knowledge,Ringan
Saya menonton video pendidikan tentang Fisika untuk memperkaya wawasan saya.,Knowledge,Ringan
Saya membuat presentasi untuk berbagi pengetahuan tentang Desain Grafis dengan orang lain.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Produktivitas untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya memutuskan untuk belajar tentang Ekologi agar bisa meningkatkan pemahaman saya.,Knowledge,Menengah
Saya mencoba untuk menguasai Teknologi dengan cara membaca buku-buku tentangnya.,Knowledge,Menengah
Saya mempelajari Machine Learning untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Berat
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Matematika.,Knowledge,Ringan
Saya mempelajari Game Development untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Ringan
Saya mengikuti kursus online tentang Pendidikan untuk mengembangkan keterampilan saya.,Knowledge,Ringan
Saya menulis blog tentang Sejarah untuk membagikan pengetahuan saya.,Knowledge,Ringan
Saya menonton video pendidikan tentang Bahasa Pemrograman untuk memperkaya wawasan saya.,Knowledge,Ringan
Saya mempelajari Pengembangan Diri untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Ringan
Saya mencari referensi tambahan tentang Matematika untuk memperdalam pemahaman saya.,Knowledge,Menengah
Saya membuat presentasi untuk berbagi pengetahuan tentang Filsafat dengan orang lain.,Knowledge,Menengah
Saya membuat presentasi untuk berbagi pengetahuan tentang Machine Learning dengan orang lain.,Knowledge,Ringan
Saya mencari referensi tambahan tentang Literasi Digital untuk memperdalam pemahaman saya.,Knowledge,Menengah
Saya mencari referensi tambahan tentang Desain Grafis untuk memperdalam pemahaman saya.,Knowledge,Ringan
Saya belajar tentang Sejarah agar dapat memperluas wawasan saya.,Knowledge,Berat
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Deep Learning.,Knowledge,Menengah
Saya mengumpulkan artikel-artikel tentang Deep Learning untuk memperluas pengetahuan saya.,Knowledge,Berat
Saya menyelesaikan latihan tentang Deep Learning untuk menguji pengetahuan saya.,Knowledge,Ringan
Saya memutuskan untuk belajar tentang Ekonomi agar bisa meningkatkan pemahaman saya.,Knowledge,Berat
Saya mencari referensi tambahan tentang Kepemimpinan untuk memperdalam pemahaman saya.,Knowledge,Menengah
Saya meluangkan waktu untuk mempelajari Kepemimpinan dengan lebih mendalam.,Knowledge,Berat
Saya berbagi pengetahuan saya tentang Desain Grafis dengan orang lain.,Knowledge,Menengah
Saya mencoba untuk menguasai Pengembangan Diri dengan cara membaca buku-buku tentangnya.,Knowledge,Ringan
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Literasi Digital.,Knowledge,Berat
Saya membuat presentasi untuk berbagi pengetahuan tentang Deep Learning dengan orang lain.,Knowledge,Menengah
Saya mengikuti kursus online tentang Ekologi untuk mengembangkan keterampilan saya.,Knowledge,Ringan
Saya menyusun rencana pembelajaran tentang Teknologi untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya berusaha untuk menguasai Sejarah melalui praktik dan pembelajaran.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Pengembangan Diri untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya berdiskusi dengan teman-teman saya mengenai Ekologi untuk saling berbagi pengetahuan.,Knowledge,Ringan
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Literasi Digital.,Knowledge,Menengah
Saya menghabiskan waktu untuk membaca buku tentang Deep Learning.,Knowledge,Menengah
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Manajemen Waktu.,Knowledge,Menengah
Saya berdiskusi dengan teman-teman saya mengenai Produktivitas untuk saling berbagi pengetahuan.,Knowledge,Menengah
Saya memperdalam pemahaman saya tentang Produktivitas dengan eksperimen langsung.,Knowledge,Ringan
Saya meluangkan waktu untuk mempelajari Bahasa Pemrograman dengan lebih mendalam.,Knowledge,Ringan
Saya berusaha menguasai Teknologi agar dapat mengaplikasikannya dalam kehidupan sehari-hari.,Knowledge,Ringan
Saya menonton video pendidikan tentang Manajemen Waktu untuk memperkaya wawasan saya.,Knowledge,Menengah
Saya mengumpulkan artikel-artikel tentang Sejarah untuk memperluas pengetahuan saya.,Knowledge,Ringan
Saya memutuskan untuk belajar tentang Teknologi agar bisa meningkatkan pemahaman saya.,Knowledge,Ringan
Saya berpartisipasi dalam diskusi kelompok mengenai Seni untuk saling belajar.,Knowledge,Menengah
Saya menulis blog tentang Bahasa Pemrograman untuk membagikan pengetahuan saya.,Knowledge,Ringan
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Machine Learning.,Knowledge,Menengah
Saya memperdalam pemahaman saya tentang Pengembangan Diri dengan eksperimen langsung.,Knowledge,Berat
Saya berbagi pengetahuan saya tentang Deep Learning dengan orang lain.,Knowledge,Ringan
Saya mengikuti kursus online tentang Biologi untuk mengembangkan keterampilan saya.,Knowledge,Ringan
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Artificial Intelligence.,Knowledge,Ringan
Saya menghabiskan waktu untuk membaca buku tentang Kepemimpinan.,Knowledge,Ringan
Saya menonton video pendidikan tentang Desain Grafis untuk memperkaya wawasan saya.,Knowledge,Ringan
Saya belajar tentang Machine Learning agar dapat memperluas wawasan saya.,Knowledge,Menengah
Saya berdiskusi dengan teman-teman saya mengenai Psikologi untuk saling berbagi pengetahuan.,Knowledge,Menengah
Saya mencari referensi tambahan tentang Artificial Intelligence untuk memperdalam pemahaman saya.,Knowledge,Berat
Saya berdiskusi dengan teman-teman saya mengenai Inovasi Teknologi untuk saling berbagi pengetahuan.,Knowledge,Berat
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Filsafat.,Knowledge,Menengah
Saya mengumpulkan artikel-artikel tentang Matematika untuk memperluas pengetahuan saya.,Knowledge,Ringan
Saya mempelajari Literasi Digital untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Ringan
Saya menulis blog tentang Desain Grafis untuk membagikan pengetahuan saya.,Knowledge,Berat
Saya mengikuti kursus online tentang Matematika untuk mengembangkan keterampilan saya.,Knowledge,Berat
Saya meluangkan waktu untuk mempelajari Literasi Digital dengan lebih mendalam.,Knowledge,Ringan
Saya berdiskusi dengan teman-teman saya mengenai Pengembangan Diri untuk saling berbagi pengetahuan.,Knowledge,Ringan
Saya menghabiskan waktu untuk membaca buku tentang Kewirausahaan.,Knowledge,Menengah
Saya memutuskan untuk belajar tentang Manajemen Waktu agar bisa meningkatkan pemahaman saya.,Knowledge,Ringan
Saya berbagi pengetahuan saya tentang Artificial Intelligence dengan orang lain.,Knowledge,Ringan
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Pendidikan.,Knowledge,Menengah
Saya mengikuti kursus online tentang Bahasa Pemrograman untuk mengembangkan keterampilan saya.,Knowledge,Berat
Saya mengumpulkan artikel-artikel tentang Desain Grafis untuk memperluas pengetahuan saya.,Knowledge,Menengah
Saya memutuskan untuk belajar tentang Inovasi Teknologi agar bisa meningkatkan pemahaman saya.,Knowledge,Ringan
Saya meluangkan waktu untuk mempelajari Seni dengan lebih mendalam.,Knowledge,Ringan
Saya berpartisipasi dalam diskusi kelompok mengenai Fisika untuk saling belajar.,Knowledge,Ringan
Saya menghadiri seminar tentang Ekonomi untuk mendapatkan informasi terbaru.,Knowledge,Ringan
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Produktivitas.,Knowledge,Menengah
Saya berbagi pengetahuan saya tentang Psikologi dengan orang lain.,Knowledge,Ringan
Saya membaca artikel-artikel tentang Manajemen Waktu untuk tetap up-to-date.,Knowledge,Berat
Saya menonton video pendidikan tentang Kepemimpinan untuk memperkaya wawasan saya.,Knowledge,Ringan
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Desain Grafis.,Knowledge,Berat
Saya menulis blog tentang Kewirausahaan untuk membagikan pengetahuan saya.,Knowledge,Berat
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Manajemen Waktu.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Matematika untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya meluangkan waktu untuk mempelajari Pengembangan Diri dengan lebih mendalam.,Knowledge,Menengah
Saya berdiskusi dengan teman-teman saya mengenai Desain Grafis untuk saling berbagi pengetahuan.,Knowledge,Menengah
Saya mencoba untuk menguasai Psikologi dengan cara membaca buku-buku tentangnya.,Knowledge,Ringan
Saya menghabiskan waktu untuk membaca buku tentang Fisika.,Knowledge,Ringan
Saya berdiskusi dengan teman-teman saya mengenai Filsafat untuk saling berbagi pengetahuan.,Knowledge,Ringan
Saya berdiskusi dengan teman-teman saya mengenai Ekonomi untuk saling berbagi pengetahuan.,Knowledge,Ringan
Saya menonton video pendidikan tentang Biologi untuk memperkaya wawasan saya.,Knowledge,Ringan
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Artificial Intelligence.,Knowledge,Ringan
Saya berpartisipasi dalam diskusi kelompok mengenai Desain Grafis untuk saling belajar.,Knowledge,Ringan
Saya mempelajari Filsafat untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Pendidikan untuk meningkatkan keterampilan saya.,Knowledge,Menengah
Saya membaca artikel-artikel tentang Teknologi untuk tetap up-to-date.,Knowledge,Menengah
Saya menghabiskan waktu untuk membaca buku tentang Teknologi.,Knowledge,Ringan
Saya berusaha menguasai Pengembangan Diri agar dapat mengaplikasikannya dalam kehidupan sehari-hari.,Knowledge,Berat
Saya membuat presentasi untuk berbagi pengetahuan tentang Kewirausahaan dengan orang lain.,Knowledge,Berat
Saya mencoba untuk menguasai Biologi dengan cara membaca buku-buku tentangnya.,Knowledge,Ringan
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Kepemimpinan.,Knowledge,Ringan
Saya meluangkan waktu untuk mempelajari Sejarah dengan lebih mendalam.,Knowledge,Berat
Saya memperdalam pemahaman saya tentang Teknologi dengan eksperimen langsung.,Knowledge,Ringan
Saya mengikuti kursus online tentang Sejarah untuk mengembangkan keterampilan saya.,Knowledge,Berat
Saya belajar tentang Filsafat agar dapat memperluas wawasan saya.,Knowledge,Berat
Saya berusaha menguasai Pendidikan agar dapat mengaplikasikannya dalam kehidupan sehari-hari.,Knowledge,Menengah
Saya memanfaatkan sumber daya online untuk memahami lebih dalam mengenai Sejarah.,Knowledge,Ringan
Saya menghadiri seminar tentang Kewirausahaan untuk mendapatkan informasi terbaru.,Knowledge,Ringan
Saya berbagi pengetahuan saya tentang Biologi dengan orang lain.,Knowledge,Ringan
Saya mempelajari Artificial Intelligence untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Berat
Saya berdiskusi dengan teman-teman saya mengenai Kepemimpinan untuk saling berbagi pengetahuan.,Knowledge,Menengah
Saya menghadiri seminar tentang Manajemen Waktu untuk mendapatkan informasi terbaru.,Knowledge,Menengah
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Literasi Digital.,Knowledge,Berat
Saya belajar tentang Bahasa Pemrograman agar dapat memperluas wawasan saya.,Knowledge,Ringan
Saya menyusun rencana pembelajaran tentang Desain Grafis untuk meningkatkan keterampilan saya.,Knowledge,Berat
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Seni.,Knowledge,Ringan
Saya menonton video pendidikan tentang Literasi Digital untuk memperkaya wawasan saya.,Knowledge,Ringan
Saya memperdalam pemahaman saya tentang Pendidikan dengan eksperimen langsung.,Knowledge,Ringan
Saya mempelajari Teknologi untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Ringan
Saya berbagi pengetahuan saya tentang Literasi Digital dengan orang lain.,Knowledge,Berat
Saya menyelesaikan latihan tentang Artificial Intelligence untuk menguji pengetahuan saya.,Knowledge,Berat
Saya menghadiri seminar tentang Psikologi untuk mendapatkan informasi terbaru.,Knowledge,Ringan
Saya meluangkan waktu untuk mempelajari Fisika dengan lebih mendalam.,Knowledge,Ringan
Saya membaca artikel-artikel tentang Bahasa Pemrograman untuk tetap up-to-date.,Knowledge,Berat
Saya berdiskusi dengan teman-teman saya mengenai Machine Learning untuk saling berbagi pengetahuan.,Knowledge,Berat
Saya mengumpulkan artikel-artikel tentang Manajemen Waktu untuk memperluas pengetahuan saya.,Knowledge,Ringan
Saya mempelajari Manajemen Waktu untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Kepemimpinan untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya mengikuti kursus online tentang Filsafat untuk mengembangkan keterampilan saya.,Knowledge,Ringan
Saya menyusun rencana pembelajaran tentang Artificial Intelligence untuk meningkatkan keterampilan saya.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Game Development untuk meningkatkan keterampilan saya.,Knowledge,Menengah
Saya menyusun rencana pembelajaran tentang Biologi untuk meningkatkan keterampilan saya.,Knowledge,Ringan
Saya menghabiskan waktu untuk membaca buku tentang Ekonomi.,Knowledge,Berat
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Matematika.,Knowledge,Ringan
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Produktivitas.,Knowledge,Menengah
Saya memutuskan untuk belajar tentang Desain Grafis agar bisa meningkatkan pemahaman saya.,Knowledge,Menengah
Saya mencari referensi tambahan tentang Filsafat untuk memperdalam pemahaman saya.,Knowledge,Ringan
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Biologi.,Knowledge,Berat
Saya menggunakan aplikasi belajar untuk memperdalam pengetahuan tentang Bahasa Pemrograman.,Knowledge,Berat
Saya mempelajari Fisika untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Berat
Saya membuat catatan untuk membantu diri saya sendiri memahami lebih baik tentang Seni.,Knowledge,Ringan
Saya mempelajari Deep Learning untuk memperkaya wawasan saya tentang dunia sekitar.,Knowledge,Berat
Saya membuat presentasi untuk berbagi pengetahuan tentang Artificial Intelligence dengan orang lain.,Knowledge,Ringan
Saya membuat presentasi untuk berbagi pengetahuan tentang Ekonomi dengan orang lain.,Knowledge,Menengah
Saya memperdalam pemahaman saya tentang Inovasi Teknologi dengan eksperimen langsung.,Knowledge,Ringan
Saya berdiskusi dengan teman-teman saya mengenai Bahasa Pemrograman untuk saling berbagi pengetahuan.,Knowledge,Menengah
Saya membaca artikel-artikel tentang Ekologi untuk tetap up-to-date.,Knowledge,Berat
Saya berusaha untuk menguasai Psikologi melalui praktik dan pembelajaran.,Knowledge,Ringan
Saya menghabiskan waktu untuk membaca buku tentang Matematika.,Knowledge,Berat
