text_aktivitas,kategori,tingkat_aktivitas
Saya berusaha menjaga sikap yang santai dan percaya diri saat berbicara di depan orang banyak dengan menghargai setiap percakapan.,Charm,Berat
"Saya berusaha untuk menjadi pendengar yang baik saat berbicara dengan orang lain, sambil bercanda dengan cara yang ramah dan tidak menyinggung.",Charm,Berat
"Saya selalu menjaga kontak mata untuk menunjukkan perhatian dan rasa hormat, serta gerakan tangan yang natural saat berbicara.",Charm,Menengah
Saya menggunakan sikap percaya diri untuk mempengaruhi orang lain secara positif dengan senyum yang ramah dan tulus.,Charm,Berat
"Saya berusaha tampil percaya diri tanpa terkesan sombong, dengan memberikan pujian tentang penampilan mereka.",Charm,Ringan
"Saya mengungkapkan rasa terima kasih kepada orang lain secara terbuka untuk mempererat hubungan, sambil menggunakan lelucon ringan untuk mencairkan suasana.",Charm,Ringan
"Saya menciptakan suasana yang menyenangkan dengan sikap positif dan penuh semangat, yang bisa dilihat dari senyum yang ramah dan tulus.",Charm,Menengah
"Saya berusaha untuk membuat orang merasa istimewa dengan mendengarkan mereka dengan penuh perhatian, sambil menggunakan humor situasional.",Charm,Ringan
Saya memberikan perhatian penuh pada percakapan sehingga orang merasa dihargai dengan menjaga kontak mata dengan orang yang diajak bicara.,Charm,Ringan
Saya mencoba untuk menjadi orang yang menyenangkan untuk diajak berbicara dengan menggunakan bahasa tubuh yang ramah.,Charm,Ringan
"Saya sering mengungkapkan pujian yang tulus kepada orang lain untuk membuat mereka merasa dihargai, seperti memberikan pujian atas sifat baik mereka.",Charm,Menengah
Saya berusaha untuk menunjukkan rasa hormat dan ketulusan dalam setiap pertemuan dengan memberikan pujian tulus atas kebaikan hati mereka.,Charm,Berat
Saya berusaha menjaga sikap yang santai dan percaya diri saat berbicara di depan orang banyak dengan menggunakan humor untuk mencairkan suasana.,Charm,Ringan
Saya mengusahakan untuk menjadi orang yang penuh semangat agar orang merasa terinspirasi dengan bermain-main dengan kata-kata untuk membuat orang tersenyum.,Charm,Ringan
Saya memperhatikan penampilan saya agar bisa membuat kesan pertama yang baik dengan menggunakan bahasa tubuh yang ramah.,Charm,Ringan
"Saya menciptakan suasana yang menyenangkan dengan sikap positif dan penuh semangat, yang bisa dilihat dari sikap tubuh yang terbuka.",Charm,Menengah
"Saya berusaha untuk membuat orang lain merasa nyaman dengan cara berbicara yang ramah, sambil menggunakan lelucon ringan untuk mencairkan suasana.",Charm,Menengah
"Saya berusaha memperlihatkan sikap yang menyenangkan agar orang merasa senang berada di sekitar saya, sambil memilih aksesori yang sederhana namun elegan.",Charm,Menengah
"Saya berusaha untuk menjadi pendengar yang baik saat berbicara dengan orang lain, sambil memberikan komentar lucu yang membuat orang tertawa.",Charm,Menengah
Saya memperhatikan penampilan saya agar bisa membuat kesan pertama yang baik dengan menggunakan humor untuk mencairkan suasana.,Charm,Ringan
"Saya berusaha tampil percaya diri tanpa terkesan sombong, dengan mengungkapkan penghargaan terhadap usaha mereka.",Charm,Berat
"Saya mencoba untuk selalu memperlihatkan sikap yang positif dan optimis, sambil mengungkapkan penghargaan terhadap usaha mereka.",Charm,Ringan
"Saya selalu berbicara dengan empati agar orang merasa dimengerti dan dihargai, sambil memperhatikan berpakaian dengan cara yang memancarkan kepercayaan diri.",Charm,Menengah
"Saya selalu berusaha untuk memberikan kesan yang baik dengan sikap santun dan ramah, serta berpakaian dengan cara yang memancarkan kepercayaan diri.",Charm,Ringan
Saya berusaha menjaga sikap yang santai dan percaya diri saat berbicara di depan orang banyak dengan senyuman tulus.,Charm,Menengah
"Saya menunjukkan ketertarikan yang tulus terhadap orang lain melalui pertanyaan dan perhatian, serta memuji keahlian mereka dalam sesuatu.",Charm,Ringan
"Saya percaya bahwa setiap orang berhak untuk dihargai dan merasa penting, yang saya tunjukkan dengan berdiri dengan cara yang menunjukkan kepercayaan diri.",Charm,Berat
"Saya mengungkapkan rasa terima kasih kepada orang lain secara terbuka untuk mempererat hubungan, sambil menceritakan cerita lucu untuk menghibur orang lain.",Charm,Menengah
"Saya berusaha tampil percaya diri tanpa terkesan sombong, dengan memberikan pujian tulus atas kebaikan hati mereka.",Charm,Berat
"Saya selalu berusaha untuk tampil dengan senyuman yang memikat di setiap kesempatan, yang saya tunjukkan dengan memilih aksesori yang sederhana namun elegan.",Charm,Ringan
"Saya menciptakan suasana yang menyenangkan dengan sikap positif dan penuh semangat, yang bisa dilihat dari gerakan tangan yang natural saat berbicara.",Charm,Menengah
"Saya mengenal orang-orang dengan cepat dan berusaha untuk menarik perhatian mereka dengan karisma saya, melalui bermain-main dengan kata-kata untuk membuat orang tersenyum.",Charm,Berat
"Saya berusaha memperlihatkan sikap yang menyenangkan agar orang merasa senang berada di sekitar saya, sambil menjaga kebersihan dan kerapian diri.",Charm,Menengah
Saya mengusahakan untuk menjadi orang yang penuh semangat agar orang merasa terinspirasi dengan bercanda dengan cara yang ramah dan tidak menyinggung.,Charm,Menengah
Saya menggunakan humor untuk mencairkan suasana dan membuat orang merasa lebih dekat dengan menggunakan humor situasional.,Charm,Ringan
"Saya selalu berusaha untuk memberikan kesan yang baik dengan sikap santun dan ramah, serta menjaga kebersihan dan kerapian diri.",Charm,Ringan
Saya mencoba untuk menjadi orang yang menyenangkan untuk diajak berbicara dengan memberikan perhatian yang penuh dalam setiap interaksi.,Charm,Berat
Saya mengusahakan untuk menjadi orang yang penuh semangat agar orang merasa terinspirasi dengan memberikan komentar lucu yang membuat orang tertawa.,Charm,Ringan
"Saya percaya bahwa melalui kata-kata yang baik, kita bisa menciptakan koneksi yang kuat dengan orang lain, dengan mengungkapkan penghargaan terhadap usaha mereka.",Charm,Menengah
"Saya percaya bahwa setiap orang berhak untuk dihargai dan merasa penting, yang saya tunjukkan dengan sikap tubuh yang terbuka.",Charm,Ringan
Saya berusaha menjaga sikap yang santai dan percaya diri saat berbicara di depan orang banyak dengan memiliki sikap percaya diri yang tidak berlebihan.,Charm,Berat
Saya berusaha untuk selalu menjaga bahasa tubuh yang positif dan ramah dengan memilih aksesori yang sederhana namun elegan.,Charm,Berat
"Saya berusaha memperlihatkan sikap yang menyenangkan agar orang merasa senang berada di sekitar saya, sambil memakai pakaian yang cocok dengan suasana.",Charm,Berat
Saya menggunakan bahasa tubuh yang terbuka untuk membuat orang merasa lebih nyaman di sekitar saya dengan sikap tubuh yang terbuka.,Charm,Berat
"Saya selalu berusaha untuk memberikan kesan yang baik dengan sikap santun dan ramah, serta memperhatikan detail kecil dalam penampilan.",Charm,Ringan
Saya menggunakan bahasa tubuh yang terbuka untuk membuat orang merasa lebih nyaman di sekitar saya dengan menjaga kontak mata dengan orang yang diajak bicara.,Charm,Menengah
"Saya berusaha untuk mengerti perasaan orang lain dan memberikan dukungan melalui kata-kata yang positif, serta memberikan perhatian yang penuh dalam setiap interaksi.",Charm,Ringan
"Saya percaya bahwa setiap orang berhak untuk dihargai dan merasa penting, yang saya tunjukkan dengan mempertahankan ekspresi wajah yang ramah dan penuh perhatian.",Charm,Ringan
"Saya berusaha untuk memberi perhatian lebih kepada orang yang saya temui, sehingga mereka merasa spesial, dengan memiliki sikap percaya diri yang tidak berlebihan.",Charm,Ringan
"Saya selalu memberi senyuman kepada orang yang saya temui, meskipun dalam situasi sulit, dan menggunakan bahasa tubuh yang ramah.",Charm,Berat
"Saya berbicara dengan nada suara yang menyenangkan agar orang merasa dihargai dan diperhatikan, dengan senyuman tulus.",Charm,Berat
"Saya selalu memberi senyuman kepada orang yang saya temui, meskipun dalam situasi sulit, dan menghargai setiap percakapan.",Charm,Ringan
"Saya berusaha untuk mengerti perasaan orang lain dan memberikan dukungan melalui kata-kata yang positif, serta memiliki sikap percaya diri yang tidak berlebihan.",Charm,Ringan
Saya menggunakan humor untuk mencairkan suasana dan membuat orang merasa lebih dekat dengan bercanda dengan cara yang ramah dan tidak menyinggung.,Charm,Berat
"Saya selalu berusaha untuk memberikan kesan yang baik dengan sikap santun dan ramah, serta memakai pakaian yang cocok dengan suasana.",Charm,Berat
"Saya selalu berbicara dengan empati agar orang merasa dimengerti dan dihargai, sambil memperhatikan menjaga penampilan dengan pakaian yang rapi dan sopan.",Charm,Menengah
Saya menggunakan sikap percaya diri untuk mempengaruhi orang lain secara positif dengan berdiri dengan cara yang menunjukkan kepercayaan diri.,Charm,Menengah
"Saya berusaha untuk membuat orang merasa istimewa dengan mendengarkan mereka dengan penuh perhatian, sambil bercanda dengan cara yang ramah dan tidak menyinggung.",Charm,Menengah
Saya berusaha menghibur orang-orang di sekitar saya dengan cerita yang menarik sambil bercanda dengan cara yang ramah dan tidak menyinggung.,Charm,Menengah
"Saya selalu memberi senyuman kepada orang yang saya temui, meskipun dalam situasi sulit, dan memberikan perhatian yang penuh dalam setiap interaksi.",Charm,Ringan
"Saya berusaha memperlihatkan sikap yang menyenangkan agar orang merasa senang berada di sekitar saya, sambil menjaga penampilan dengan pakaian yang rapi dan sopan.",Charm,Ringan
"Saya berusaha untuk memberi perhatian lebih kepada orang yang saya temui, sehingga mereka merasa spesial, dengan menghargai setiap percakapan.",Charm,Berat
"Saya berusaha untuk menjadi pendengar yang baik saat berbicara dengan orang lain, sambil menggunakan humor situasional.",Charm,Menengah
"Saya berusaha menjadi orang yang dapat dipercaya dan dapat membuat orang merasa nyaman berbicara dengan saya, dengan menjaga kebersihan dan kerapian diri.",Charm,Berat
"Saya sering mengungkapkan pujian yang tulus kepada orang lain untuk membuat mereka merasa dihargai, seperti mengungkapkan penghargaan terhadap usaha mereka.",Charm,Ringan
"Saya berusaha untuk memberi perhatian lebih kepada orang yang saya temui, sehingga mereka merasa spesial, dengan menunjukkan rasa hormat dalam setiap kata.",Charm,Berat
Saya memperhatikan penampilan saya agar bisa membuat kesan pertama yang baik dengan mendengarkan dengan perhatian penuh.,Charm,Ringan
Saya menjaga sikap tubuh yang rileks dan terbuka agar orang merasa nyaman berada di sekitar saya dengan memilih aksesori yang sederhana namun elegan.,Charm,Menengah
Saya memberikan perhatian penuh pada percakapan sehingga orang merasa dihargai dengan mempertahankan ekspresi wajah yang ramah dan penuh perhatian.,Charm,Ringan
"Saya menunjukkan ketertarikan yang tulus terhadap orang lain melalui pertanyaan dan perhatian, serta memberikan pujian tulus atas kebaikan hati mereka.",Charm,Ringan
Saya berusaha menjaga sikap yang santai dan percaya diri saat berbicara di depan orang banyak dengan mendengarkan dengan perhatian penuh.,Charm,Menengah
Saya menunjukkan empati kepada orang lain agar mereka merasa dihargai dan diterima dengan menjaga kontak mata dengan orang yang diajak bicara.,Charm,Berat
Saya mencoba untuk menjadi orang yang menyenangkan untuk diajak berbicara dengan senyuman tulus.,Charm,Menengah
"Saya berusaha untuk memberi perhatian lebih kepada orang yang saya temui, sehingga mereka merasa spesial, dengan menggunakan humor untuk mencairkan suasana.",Charm,Menengah
Saya memberikan perhatian penuh pada percakapan sehingga orang merasa dihargai dengan sikap tubuh yang terbuka.,Charm,Ringan
"Saya berusaha untuk memberi perhatian lebih kepada orang yang saya temui, sehingga mereka merasa spesial, dengan senyuman tulus.",Charm,Ringan
"Saya berusaha tampil percaya diri tanpa terkesan sombong, dengan memuji keahlian mereka dalam sesuatu.",Charm,Berat
"Saya berusaha untuk membuat orang lain merasa nyaman dengan cara berbicara yang ramah, sambil bercanda dengan cara yang ramah dan tidak menyinggung.",Charm,Ringan
"Saya mengungkapkan rasa terima kasih kepada orang lain secara terbuka untuk mempererat hubungan, sambil bercanda dengan cara yang ramah dan tidak menyinggung.",Charm,Ringan
Saya berusaha menghibur orang-orang di sekitar saya dengan cerita yang menarik sambil memberikan komentar lucu yang membuat orang tertawa.,Charm,Menengah
Saya memperhatikan penampilan saya agar bisa membuat kesan pertama yang baik dengan menunjukkan ketertarikan pada cerita mereka.,Charm,Menengah
Saya berusaha untuk menunjukkan rasa hormat dan ketulusan dalam setiap pertemuan dengan memberikan pujian tentang bagaimana mereka membuat orang lain merasa dihargai.,Charm,Berat
"Saya berusaha tampil percaya diri tanpa terkesan sombong, dengan memberikan pujian tentang bagaimana mereka membuat orang lain merasa dihargai.",Charm,Ringan
Saya menggunakan humor untuk mencairkan suasana dan membuat orang merasa lebih dekat dengan memberikan komentar lucu yang membuat orang tertawa.,Charm,Menengah
"Saya mencoba untuk selalu memperlihatkan sikap yang positif dan optimis, sambil memberikan pujian atas sifat baik mereka.",Charm,Ringan
"Saya selalu menjaga kontak mata untuk menunjukkan perhatian dan rasa hormat, serta mempertahankan ekspresi wajah yang ramah dan penuh perhatian.",Charm,Menengah
"Saya berusaha untuk membuat orang merasa istimewa dengan mendengarkan mereka dengan penuh perhatian, sambil bermain-main dengan kata-kata untuk membuat orang tersenyum.",Charm,Berat
"Saya mengenal orang-orang dengan cepat dan berusaha untuk menarik perhatian mereka dengan karisma saya, melalui menceritakan cerita lucu untuk menghibur orang lain.",Charm,Ringan
Saya berusaha untuk menunjukkan rasa hormat dan ketulusan dalam setiap pertemuan dengan memberikan pujian atas sifat baik mereka.,Charm,Ringan
"Saya berbicara dengan nada suara yang menyenangkan agar orang merasa dihargai dan diperhatikan, dengan berbicara dengan nada suara yang lembut.",Charm,Berat
Saya memperhatikan penampilan saya agar bisa membuat kesan pertama yang baik dengan senyuman tulus.,Charm,Ringan
"Saya mencoba untuk selalu memperlihatkan sikap yang positif dan optimis, sambil memuji ide-ide atau kreativitas mereka.",Charm,Menengah
Saya memberikan perhatian penuh pada percakapan sehingga orang merasa dihargai dengan berdiri dengan cara yang menunjukkan kepercayaan diri.,Charm,Ringan
"Saya selalu memberi senyuman kepada orang yang saya temui, meskipun dalam situasi sulit, dan menunjukkan ketertarikan pada cerita mereka.",Charm,Menengah
"Saya menunjukkan ketertarikan yang tulus terhadap orang lain melalui pertanyaan dan perhatian, serta memuji ide-ide atau kreativitas mereka.",Charm,Menengah
Saya berusaha untuk selalu menjaga bahasa tubuh yang positif dan ramah dengan menjaga kebersihan dan kerapian diri.,Charm,Ringan
"Saya selalu berbicara dengan empati agar orang merasa dimengerti dan dihargai, sambil memperhatikan memilih aksesori yang sederhana namun elegan.",Charm,Berat
"Saya percaya bahwa setiap orang berhak untuk dihargai dan merasa penting, yang saya tunjukkan dengan gerakan tangan yang natural saat berbicara.",Charm,Berat
"Saya menciptakan suasana yang menyenangkan dengan sikap positif dan penuh semangat, yang bisa dilihat dari postur tubuh yang tegak dan percaya diri.",Charm,Menengah
Saya berusaha untuk menunjukkan rasa hormat dan ketulusan dalam setiap pertemuan dengan memuji ide-ide atau kreativitas mereka.,Charm,Ringan
"Saya berbicara dengan nada suara yang menyenangkan agar orang merasa dihargai dan diperhatikan, dengan memberikan perhatian yang penuh dalam setiap interaksi.",Charm,Berat
"Saya sering mengungkapkan pujian yang tulus kepada orang lain untuk membuat mereka merasa dihargai, seperti memuji keahlian mereka dalam sesuatu.",Charm,Berat
"Saya menciptakan suasana yang menyenangkan dengan sikap positif dan penuh semangat, yang bisa dilihat dari berdiri dengan cara yang menunjukkan kepercayaan diri.",Charm,Berat
"Saya menunjukkan ketertarikan yang tulus terhadap orang lain melalui pertanyaan dan perhatian, serta memberikan pujian tentang penampilan mereka.",Charm,Ringan
"Saya selalu menjaga kontak mata untuk menunjukkan perhatian dan rasa hormat, serta senyum yang ramah dan tulus.",Charm,Menengah
Saya berusaha untuk menunjukkan rasa hormat dan ketulusan dalam setiap pertemuan dengan mengungkapkan penghargaan terhadap usaha mereka.,Charm,Ringan
"Saya menunjukkan ketertarikan yang tulus terhadap orang lain melalui pertanyaan dan perhatian, serta memberikan pujian atas sifat baik mereka.",Charm,Ringan
Saya mencoba untuk menjadi orang yang menyenangkan untuk diajak berbicara dengan menggunakan humor untuk mencairkan suasana.,Charm,Ringan
"Saya berusaha tampil percaya diri tanpa terkesan sombong, dengan memuji ide-ide atau kreativitas mereka.",Charm,Ringan
Saya berusaha menghibur orang-orang di sekitar saya dengan cerita yang menarik sambil menggunakan lelucon ringan untuk mencairkan suasana.,Charm,Menengah
"Saya berusaha menjadi orang yang dapat dipercaya dan dapat membuat orang merasa nyaman berbicara dengan saya, dengan memakai pakaian yang cocok dengan suasana.",Charm,Ringan
Saya memperhatikan penampilan saya agar bisa membuat kesan pertama yang baik dengan memiliki sikap percaya diri yang tidak berlebihan.,Charm,Berat
Saya berusaha menghibur orang-orang di sekitar saya dengan cerita yang menarik sambil menceritakan cerita lucu untuk menghibur orang lain.,Charm,Menengah
"Saya selalu berusaha untuk tampil dengan senyuman yang memikat di setiap kesempatan, yang saya tunjukkan dengan memakai pakaian yang cocok dengan suasana.",Charm,Berat
"Saya berusaha untuk membuat orang lain merasa nyaman dengan cara berbicara yang ramah, sambil memberikan komentar lucu yang membuat orang tertawa.",Charm,Ringan
"Saya selalu memberi senyuman kepada orang yang saya temui, meskipun dalam situasi sulit, dan mendengarkan dengan perhatian penuh.",Charm,Menengah
Saya menunjukkan empati kepada orang lain agar mereka merasa dihargai dan diterima dengan sikap tubuh yang terbuka.,Charm,Ringan
"Saya berusaha untuk menjadi pendengar yang baik saat berbicara dengan orang lain, sambil menggunakan lelucon ringan untuk mencairkan suasana.",Charm,Menengah
"Saya berusaha untuk membuat orang lain merasa nyaman dengan cara berbicara yang ramah, sambil menggunakan humor situasional.",Charm,Menengah
"Saya selalu berusaha untuk memberikan kesan yang baik dengan sikap santun dan ramah, serta memilih aksesori yang sederhana namun elegan.",Charm,Ringan
"Saya mengungkapkan rasa terima kasih kepada orang lain secara terbuka untuk mempererat hubungan, sambil bermain-main dengan kata-kata untuk membuat orang tersenyum.",Charm,Ringan
"Saya berusaha untuk membuat orang merasa istimewa dengan mendengarkan mereka dengan penuh perhatian, sambil memberikan komentar lucu yang membuat orang tertawa.",Charm,Ringan
Saya menggunakan bahasa tubuh yang terbuka untuk membuat orang merasa lebih nyaman di sekitar saya dengan mempertahankan ekspresi wajah yang ramah dan penuh perhatian.,Charm,Berat
"Saya selalu menjaga kontak mata untuk menunjukkan perhatian dan rasa hormat, serta sikap tubuh yang terbuka.",Charm,Ringan
Saya menggunakan humor untuk mencairkan suasana dan membuat orang merasa lebih dekat dengan menggunakan lelucon ringan untuk mencairkan suasana.,Charm,Ringan
Saya berusaha menjaga sikap yang santai dan percaya diri saat berbicara di depan orang banyak dengan memberikan pujian yang tulus.,Charm,Berat
"Saya berusaha untuk memberi perhatian lebih kepada orang yang saya temui, sehingga mereka merasa spesial, dengan menggunakan bahasa tubuh yang ramah.",Charm,Ringan
Saya menggunakan sikap percaya diri untuk mempengaruhi orang lain secara positif dengan gerakan tangan yang natural saat berbicara.,Charm,Ringan
"Saya mengungkapkan rasa terima kasih kepada orang lain secara terbuka untuk mempererat hubungan, sambil memberikan komentar lucu yang membuat orang tertawa.",Charm,Ringan
Saya mencoba untuk menjadi orang yang menyenangkan untuk diajak berbicara dengan menunjukkan ketertarikan pada cerita mereka.,Charm,Ringan
"Saya percaya bahwa setiap orang berhak untuk dihargai dan merasa penting, yang saya tunjukkan dengan senyum yang ramah dan tulus.",Charm,Menengah
"Saya berusaha untuk mengerti perasaan orang lain dan memberikan dukungan melalui kata-kata yang positif, serta senyuman tulus.",Charm,Menengah
"Saya berbicara dengan nada suara yang menyenangkan agar orang merasa dihargai dan diperhatikan, dengan memiliki sikap percaya diri yang tidak berlebihan.",Charm,Menengah
Saya berusaha menjaga sikap yang santai dan percaya diri saat berbicara di depan orang banyak dengan berbicara dengan nada suara yang lembut.,Charm,Ringan
"Saya berusaha untuk mengerti perasaan orang lain dan memberikan dukungan melalui kata-kata yang positif, serta mendengarkan dengan perhatian penuh.",Charm,Menengah
Saya menggunakan sikap percaya diri untuk mempengaruhi orang lain secara positif dengan menjaga kontak mata dengan orang yang diajak bicara.,Charm,Ringan
Saya berusaha untuk selalu menjaga bahasa tubuh yang positif dan ramah dengan memakai pakaian yang cocok dengan suasana.,Charm,Ringan
"Saya selalu berbicara dengan empati agar orang merasa dimengerti dan dihargai, sambil memperhatikan memperhatikan detail kecil dalam penampilan.",Charm,Berat
"Saya selalu memberi senyuman kepada orang yang saya temui, meskipun dalam situasi sulit, dan berbicara dengan nada suara yang lembut.",Charm,Ringan
"Saya berbicara dengan nada suara yang menyenangkan agar orang merasa dihargai dan diperhatikan, dengan menunjukkan ketertarikan pada cerita mereka.",Charm,Menengah
"Saya mengenal orang-orang dengan cepat dan berusaha untuk menarik perhatian mereka dengan karisma saya, melalui memberikan komentar lucu yang membuat orang tertawa.",Charm,Berat
"Saya selalu memberi senyuman kepada orang yang saya temui, meskipun dalam situasi sulit, dan senyuman tulus.",Charm,Menengah
"Saya percaya bahwa melalui kata-kata yang baik, kita bisa menciptakan koneksi yang kuat dengan orang lain, dengan memuji keahlian mereka dalam sesuatu.",Charm,Ringan
"Saya percaya bahwa setiap orang berhak untuk dihargai dan merasa penting, yang saya tunjukkan dengan postur tubuh yang tegak dan percaya diri.",Charm,Ringan
"Saya mencoba untuk selalu memperlihatkan sikap yang positif dan optimis, sambil memberikan pujian tentang bagaimana mereka membuat orang lain merasa dihargai.",Charm,Menengah
"Saya menunjukkan ketertarikan yang tulus terhadap orang lain melalui pertanyaan dan perhatian, serta memberikan pujian tentang bagaimana mereka membuat orang lain merasa dihargai.",Charm,Menengah
Saya menjaga sikap tubuh yang rileks dan terbuka agar orang merasa nyaman berada di sekitar saya dengan berpakaian dengan cara yang memancarkan kepercayaan diri.,Charm,Ringan
"Saya berbicara dengan nada suara yang menyenangkan agar orang merasa dihargai dan diperhatikan, dengan mendengarkan dengan perhatian penuh.",Charm,Berat
"Saya berusaha menjadi orang yang dapat dipercaya dan dapat membuat orang merasa nyaman berbicara dengan saya, dengan menjaga penampilan dengan pakaian yang rapi dan sopan.",Charm,Menengah
"Saya sering mengungkapkan pujian yang tulus kepada orang lain untuk membuat mereka merasa dihargai, seperti memuji ide-ide atau kreativitas mereka.",Charm,Berat
Saya menggunakan humor untuk mencairkan suasana dan membuat orang merasa lebih dekat dengan bermain-main dengan kata-kata untuk membuat orang tersenyum.,Charm,Berat
Saya menggunakan humor untuk mencairkan suasana dan membuat orang merasa lebih dekat dengan menceritakan cerita lucu untuk menghibur orang lain.,Charm,Menengah
